case_id,scenario_id,node_id,node_name,level,device_class,epoch,cpu_util,ram_util,queue_depth,uplink_latency,jitter_pktloss,handover_rate,residual_energy,temperature,reliability_prior,ground_truth_fail,failure_time
1,5,3,cloud,0,cloud,0.0,0.0000,0.0025,0,0.000,,0,1.0000,,0.990,0,
2,5,3,cloud,0,cloud,100.0,0.0000,0.0025,0,0.000,,0,0.9959,,0.990,0,
3,5,3,cloud,0,cloud,200.0,0.0000,0.0025,145,725.000,1.0000,0,0.9918,,0.990,0,
4,5,3,cloud,0,cloud,300.0,0.0031,0.0025,746,2510.000,1.0000,0,0.9877,,0.990,0,
5,5,3,cloud,0,cloud,400.0,0.0042,0.0025,687,2395.000,1.0000,0,0.9835,,0.990,0,
6,5,3,cloud,0,cloud,500.0,0.0051,0.0025,699,2450.000,1.0000,0,0.9794,,0.990,0,
7,5,3,cloud,0,cloud,600.0,0.0063,0.0025,814,2765.000,1.0000,0,0.9753,,0.990,0,
8,5,3,cloud,0,cloud,700.0,0.0074,0.0025,682,2470.000,1.0000,0,0.9711,,0.990,0,
9,5,3,cloud,0,cloud,800.0,0.0089,0.0025,912,3080.000,1.0000,0,0.9669,,0.990,0,
10,5,3,cloud,0,cloud,900.0,0.0096,0.0025,970,3240.000,1.0000,0,0.9628,,0.990,0,
11,5,3,cloud,0,cloud,1000.0,0.0103,0.0025,893,3070.000,1.0000,0,0.9586,,0.990,0,
12,5,3,cloud,0,cloud,1100.0,0.0109,0.0025,804,2870.000,1.0000,0,0.9545,,0.990,0,
13,5,3,cloud,0,cloud,1200.0,0.0121,0.0025,861,3040.000,1.0000,0,0.9503,,0.990,0,
14,5,3,cloud,0,cloud,1300.0,0.0127,0.0025,913,3185.000,1.0000,0,0.9462,,0.990,0,
15,5,3,cloud,0,cloud,1400.0,0.0136,0.0025,784,2895.000,1.0000,0,0.9420,,0.990,0,
16,5,3,cloud,0,cloud,1500.0,0.0152,0.0025,813,3010.000,1.0000,0,0.9379,,0.990,0,
17,5,3,cloud,0,cloud,1600.0,0.0161,0.0025,755,2895.000,1.0000,0,0.9337,,0.990,0,
18,5,3,cloud,0,cloud,1700.0,0.0179,0.0025,989,3510.000,1.0000,0,0.9295,,0.990,0,
19,5,3,cloud,0,cloud,1800.0,0.0181,0.0025,785,3025.000,1.0000,0,0.9254,,0.990,0,
20,5,3,cloud,0,cloud,1900.0,0.0196,0.0025,965,3500.000,1.0000,0,0.9212,,0.990,0,
21,5,3,cloud,0,cloud,2000.0,0.0201,0.0025,949,3475.000,1.0000,0,0.9170,,0.990,0,
22,5,3,cloud,0,cloud,2100.0,0.0205,0.0025,985,3575.000,1.0000,0,0.9129,,0.990,0,
23,5,3,cloud,0,cloud,2200.0,0.0208,0.0025,1024,3675.000,1.0000,0,0.9087,,0.990,0,
24,5,3,cloud,0,cloud,2300.0,0.0219,0.0025,1059,3790.000,1.0000,0,0.9045,,0.990,0,
25,5,3,cloud,0,cloud,2400.0,0.0225,0.0025,1014,3700.000,1.0000,0,0.9004,,0.990,0,
26,5,3,cloud,0,cloud,2500.0,0.0228,0.0025,970,3600.000,1.0000,0,0.8962,,0.990,0,
27,5,3,cloud,0,cloud,2600.0,0.0237,0.0025,866,3375.000,1.0000,0,0.8920,,0.990,0,
28,5,3,cloud,0,cloud,2700.0,0.0248,0.0025,821,3300.000,1.0000,0,0.8879,,0.990,0,
29,5,3,cloud,0,cloud,2800.0,0.0261,0.0025,718,3100.000,1.0000,0,0.8837,,0.990,0,
30,5,3,cloud,0,cloud,2900.0,0.0277,0.0025,926,3630.000,1.0000,0,0.8795,,0.990,0,
31,5,3,cloud,0,cloud,3000.0,0.0286,0.0025,769,3290.000,1.0000,0,0.8753,,0.990,0,
32,5,3,cloud,0,cloud,3100.0,0.0304,0.0025,944,3750.000,1.0000,0,0.8711,,0.990,0,
33,5,3,cloud,0,cloud,3200.0,0.0310,0.0025,874,3605.000,1.0000,0,0.8670,,0.990,0,
34,5,3,cloud,0,cloud,3300.0,0.0319,0.0025,1088,4135.000,1.0000,0,0.8628,,0.990,0,
35,5,3,cloud,0,cloud,3400.0,0.0326,0.0025,943,3810.000,1.0000,0,0.8586,,0.990,0,
36,5,3,cloud,0,cloud,3500.0,0.0339,0.0025,1010,4005.000,1.0000,0,0.8544,,0.990,0,
37,5,3,cloud,0,cloud,3600.0,0.0344,0.0025,908,3780.000,1.0000,0,0.8502,,0.990,0,
38,5,3,cloud,0,cloud,3700.0,0.0353,0.0025,1051,4140.000,1.0000,0,0.8460,,0.990,0,
39,5,3,cloud,0,cloud,3800.0,0.0357,0.0025,950,3915.000,1.0000,0,0.8418,,0.990,0,
40,5,3,cloud,0,cloud,3900.0,0.0371,0.0025,1092,4285.000,1.0000,0,0.8377,,0.990,0,
41,5,3,cloud,0,cloud,4000.0,0.0375,0.0025,969,4010.000,1.0000,0,0.8335,,0.990,0,
42,5,3,cloud,0,cloud,4100.0,0.0386,0.0025,1047,4225.000,1.0000,0,0.8293,,0.990,0,
43,5,3,cloud,0,cloud,4200.0,0.0393,0.0025,970,4065.000,1.0000,0,0.8251,,0.990,0,
44,5,3,cloud,0,cloud,4300.0,0.0402,0.0025,813,3735.000,1.0000,0,0.8209,,0.990,0,
45,5,3,cloud,0,cloud,4400.0,0.0417,0.0025,824,3805.000,1.0000,0,0.8167,,0.990,0,
46,5,3,cloud,0,cloud,4500.0,0.0426,0.0025,921,4050.000,1.0000,0,0.8125,,0.990,0,
47,5,3,cloud,0,cloud,4600.0,0.0440,0.0025,728,3665.000,1.0000,0,0.8083,,0.990,0,
48,5,3,cloud,0,cloud,4700.0,0.0453,0.0025,859,3990.000,1.0000,0,0.8041,,0.990,0,
49,5,3,cloud,0,cloud,4800.0,0.0460,0.0025,973,4265.000,1.0000,0,0.7999,,0.990,0,
50,5,3,cloud,0,cloud,4900.0,0.0469,0.0025,983,4315.000,1.0000,0,0.7957,,0.990,0,
51,5,3,cloud,0,cloud,5000.0,0.0482,0.0025,1109,4640.000,1.0000,0,0.7915,,0.990,0,
52,5,4,fog-13,1,fog,0.0,0.0000,0.3000,0,100.000,,0,1.0000,,0.850,0,
53,5,4,fog-13,1,fog,100.0,0.0000,0.3000,0,100.000,,0,0.9950,,0.850,0,
54,5,4,fog-13,1,fog,200.0,0.0000,0.3000,0,100.000,,0,0.9900,,0.850,0,
55,5,4,fog-13,1,fog,300.0,0.0000,0.3000,0,100.000,,0,0.9850,,0.850,0,
56,5,4,fog-13,1,fog,400.0,0.0000,0.3000,0,100.000,,0,0.9800,,0.850,0,
57,5,4,fog-13,1,fog,500.0,0.6786,0.3000,39,101.900,1.0000,0,0.9750,,0.850,0,
58,5,4,fog-13,1,fog,600.0,0.6786,0.3000,41,101.900,1.0000,0,0.9704,,0.850,0,
59,5,4,fog-13,1,fog,700.0,0.6429,0.3000,37,101.900,1.0000,0,0.9654,,0.850,0,
60,5,4,fog-13,1,fog,800.0,0.5714,0.3000,33,101.700,1.0000,0,0.9608,,0.850,0,
61,5,4,fog-13,1,fog,900.0,0.7857,0.3000,51,102.200,1.0000,0,0.9558,,0.850,0,
62,5,4,fog-13,1,fog,1000.0,0.6786,0.3000,47,102.000,1.0000,0,0.9509,,0.850,0,
63,5,4,fog-13,1,fog,1100.0,0.5000,0.3000,33,101.700,1.0000,0,0.9464,,0.850,0,
64,5,4,fog-13,1,fog,1200.0,0.7143,0.3000,45,101.900,1.0000,0,0.9416,,0.850,0,
65,5,4,fog-13,1,fog,1300.0,0.6071,0.3000,40,101.950,1.0000,0,0.9367,,0.850,0,
66,5,4,fog-13,1,fog,1400.0,0.5000,0.3000,28,101.450,1.0000,0,0.9321,,0.850,0,
67,5,4,fog-13,1,fog,1500.0,0.7143,0.3000,45,102.100,1.0000,0,0.9273,,0.850,0,
68,5,4,fog-13,1,fog,1600.0,0.6071,0.3000,40,101.750,1.0000,0,0.9225,,0.850,0,
69,5,4,fog-13,1,fog,1700.0,0.5714,0.3000,36,101.850,1.0000,0,0.9177,,0.850,0,
70,5,4,fog-13,1,fog,1800.0,0.6786,0.3000,40,102.000,1.0000,0,0.9127,,0.850,0,
71,5,4,fog-13,1,fog,1900.0,0.7500,0.3000,45,102.100,1.0000,0,0.9078,,0.850,0,
72,5,4,fog-13,1,fog,2000.0,0.6429,0.3000,43,101.800,1.0000,0,0.9029,,0.850,0,
73,5,4,fog-13,1,fog,2100.0,0.7143,0.3000,47,102.200,1.0000,0,0.8979,,0.850,0,
74,5,4,fog-13,1,fog,2200.0,0.6071,0.3000,37,101.900,1.0000,0,0.8929,,0.850,0,
75,5,4,fog-13,1,fog,2300.0,0.7143,0.3000,43,102.000,1.0000,0,0.8880,,0.850,0,
76,5,4,fog-13,1,fog,2400.0,0.6071,0.3000,38,101.850,1.0000,0,0.8832,,0.850,0,
77,5,4,fog-13,1,fog,2500.0,0.6071,0.3000,38,101.750,1.0000,0,0.8786,,0.850,0,
78,5,4,fog-13,1,fog,2600.0,0.6786,0.3000,45,101.900,1.0000,0,0.8738,,0.850,0,
79,5,4,fog-13,1,fog,2700.0,0.5357,0.3000,37,101.750,1.0000,0,0.8693,,0.850,0,
80,5,4,fog-13,1,fog,2800.0,0.6071,0.3000,41,101.950,1.0000,0,0.8646,,0.850,0,
81,5,4,fog-13,1,fog,2900.0,0.6786,0.3000,46,102.000,1.0000,0,0.8597,,0.850,0,
82,5,4,fog-13,1,fog,3000.0,0.5714,0.3000,36,101.900,1.0000,0,0.8549,,0.850,0,
83,5,4,fog-13,1,fog,3100.0,0.7857,0.3000,52,102.300,1.0000,0,0.8499,,0.850,0,
84,5,4,fog-13,1,fog,3200.0,0.6786,0.3000,48,102.100,1.0000,0,0.8450,,0.850,0,
85,5,4,fog-13,1,fog,3300.0,0.6786,0.3000,48,102.100,1.0000,0,0.8401,,0.850,0,
86,5,4,fog-13,1,fog,3400.0,0.6071,0.3000,41,102.050,1.0000,0,0.8354,,0.850,0,
87,5,4,fog-13,1,fog,3500.0,0.6786,0.3000,45,101.950,1.0000,0,0.8306,,0.850,0,
88,5,4,fog-13,1,fog,3600.0,0.5714,0.3000,38,102.000,1.0000,0,0.8256,,0.850,0,
89,5,4,fog-13,1,fog,3700.0,0.7143,0.3000,43,102.150,1.0000,0,0.8207,,0.850,0,
90,5,4,fog-13,1,fog,3800.0,0.5714,0.3000,33,101.750,1.0000,0,0.8160,,0.850,0,
91,5,4,fog-13,1,fog,3900.0,0.7857,0.3000,52,102.300,1.0000,0,0.8110,,0.850,0,
92,5,4,fog-13,1,fog,4000.0,0.6786,0.3000,48,102.100,1.0000,0,0.8061,,0.850,0,
93,5,4,fog-13,1,fog,4100.0,1.0000,0.3000,103,102.650,1.0000,0,0.8011,,0.850,0,
94,5,4,fog-13,1,fog,4200.0,1.0000,0.3000,233,103.950,1.0000,0,0.7961,,0.850,0,
95,5,4,fog-13,1,fog,4300.0,1.0000,0.3000,293,103.450,1.0000,0,0.7911,,0.850,0,
96,5,4,fog-13,1,fog,4400.0,1.0000,0.3000,384,103.700,1.0000,0,0.7861,,0.850,0,
97,5,4,fog-13,1,fog,4500.0,1.0000,0.3000,469,103.800,1.0000,0,0.7811,,0.850,0,
98,5,4,fog-13,1,fog,4600.0,1.0000,0.3000,525,103.400,1.0000,0,0.7761,,0.850,0,
99,5,4,fog-13,1,fog,4700.0,1.0000,0.3000,539,102.800,1.0000,0,0.7711,,0.850,0,
100,5,4,fog-13,1,fog,4800.0,1.0000,0.3000,598,103.100,1.0000,0,0.7661,,0.850,0,
101,5,4,fog-13,1,fog,4900.0,1.0000,0.3000,641,102.950,1.0000,0,0.7611,,0.850,0,
102,5,4,fog-13,1,fog,5000.0,1.0000,0.3000,748,103.950,1.0000,0,0.7561,,0.850,0,
103,5,5,fog-14,1,fog,0.0,0.0000,0.3000,0,100.000,,0,1.0000,,0.850,0,
104,5,5,fog-14,1,fog,100.0,0.2143,0.3000,10,100.500,1.0000,0,0.9950,,0.850,0,
105,5,5,fog-14,1,fog,200.0,0.6786,0.3000,41,102.000,1.0000,0,0.9901,,0.850,0,
106,5,5,fog-14,1,fog,300.0,0.7143,0.3000,47,102.000,1.0000,0,0.9852,,0.850,0,
107,5,5,fog-14,1,fog,400.0,1.0000,0.3000,117,102.750,1.0000,0,0.9802,,0.850,0,
108,5,5,fog-14,1,fog,500.0,0.6786,0.3000,76,102.600,1.0000,0,0.9752,,0.850,0,
109,5,5,fog-14,1,fog,600.0,0.6429,0.3000,53,102.550,1.0000,0,0.9702,,0.850,0,
110,5,5,fog-14,1,fog,700.0,0.6429,0.3000,44,102.100,1.0000,0,0.9653,,0.850,0,
111,5,5,fog-14,1,fog,800.0,0.0000,0.3000,4,100.300,1.0000,0,0.9633,,0.850,0,
112,5,5,fog-14,1,fog,900.0,0.0000,0.3000,2,100.200,,0,0.9583,,0.850,0,
113,5,5,fog-14,1,fog,1000.0,0.0000,0.3000,2,100.200,,0,0.9533,,0.850,0,
