case_id,scenario_id,node_id,node_name,level,device_class,epoch,cpu_util,ram_util,queue_depth,uplink_latency,jitter_pktloss,handover_rate,residual_energy,temperature,reliability_prior,ground_truth_fail,failure_time
1,7,3,cloud,0,cloud,0.0,0.0000,0.0025,0,0.000,,0,1.0000,,0.990,0,
2,7,3,cloud,0,cloud,100.0,0.0000,0.0025,0,0.000,,0,0.9959,,0.990,0,
3,7,3,cloud,0,cloud,200.0,0.0000,0.0025,148,740.000,1.0000,0,0.9918,,0.990,0,
4,7,3,cloud,0,cloud,300.0,0.0000,0.0025,419,1795.000,1.0000,0,0.9868,,0.990,0,
5,7,3,cloud,0,cloud,400.0,0.0000,0.0025,421,1800.000,1.0000,0,0.9818,,0.990,0,
6,7,3,cloud,0,cloud,500.0,0.0000,0.0025,435,1835.000,1.0000,0,0.9768,,0.990,0,
7,7,3,cloud,0,cloud,600.0,0.0000,0.0025,423,1805.000,1.0000,0,0.9718,,0.990,0,
8,7,3,cloud,0,cloud,700.0,0.0000,0.0025,423,1805.000,1.0000,0,0.9668,,0.990,0,
9,7,3,cloud,0,cloud,800.0,0.0000,0.0025,411,1775.000,1.0000,0,0.9618,,0.990,0,
10,7,3,cloud,0,cloud,900.0,0.0000,0.0025,411,1775.000,1.0000,0,0.9568,,0.990,0,
11,7,3,cloud,0,cloud,1000.0,0.0000,0.0025,421,1800.000,1.0000,0,0.9518,,0.990,0,
12,7,3,cloud,0,cloud,1100.0,0.0000,0.0025,419,1795.000,1.0000,0,0.9468,,0.990,0,
13,7,3,cloud,0,cloud,1200.0,0.0000,0.0025,427,1815.000,1.0000,0,0.9418,,0.990,0,
14,7,3,cloud,0,cloud,1300.0,0.0000,0.0025,427,1815.000,1.0000,0,0.9368,,0.990,0,
15,7,3,cloud,0,cloud,1400.0,0.0000,0.0025,417,1790.000,1.0000,0,0.9318,,0.990,0,
16,7,3,cloud,0,cloud,1500.0,0.0000,0.0025,407,1765.000,1.0000,0,0.9268,,0.990,0,
17,7,3,cloud,0,cloud,1600.0,0.0000,0.0025,413,1780.000,1.0000,0,0.9218,,0.990,0,
18,7,3,cloud,0,cloud,1700.0,0.0000,0.0025,431,1825.000,1.0000,0,0.9168,,0.990,0,
19,7,3,cloud,0,cloud,1800.0,0.0000,0.0025,419,1795.000,1.0000,0,0.9118,,0.990,0,
20,7,3,cloud,0,cloud,1900.0,0.0000,0.0025,411,1775.000,1.0000,0,0.9068,,0.990,0,
21,7,3,cloud,0,cloud,2000.0,0.0000,0.0025,425,1810.000,1.0000,0,0.9018,,0.990,0,
22,7,3,cloud,0,cloud,2100.0,0.0000,0.0025,423,1805.000,1.0000,0,0.8968,,0.990,0,
23,7,3,cloud,0,cloud,2200.0,0.0000,0.0025,411,1775.000,1.0000,0,0.8918,,0.990,0,
24,7,3,cloud,0,cloud,2300.0,0.0000,0.0025,411,1775.000,1.0000,0,0.8868,,0.990,0,
25,7,3,cloud,0,cloud,2400.0,0.0000,0.0025,389,1720.000,1.0000,0,0.8818,,0.990,0,
26,7,3,cloud,0,cloud,2500.0,0.0000,0.0025,441,1850.000,1.0000,0,0.8768,,0.990,0,
27,7,3,cloud,0,cloud,2600.0,0.0000,0.0025,427,1815.000,1.0000,0,0.8718,,0.990,0,
28,7,3,cloud,0,cloud,2700.0,0.0000,0.0025,417,1790.000,1.0000,0,0.8668,,0.990,0,
29,7,3,cloud,0,cloud,2800.0,0.0000,0.0025,427,1815.000,1.0000,0,0.8618,,0.990,0,
30,7,3,cloud,0,cloud,2900.0,0.0000,0.0025,429,1820.000,1.0000,0,0.8568,,0.990,0,
31,7,3,cloud,0,cloud,3000.0,0.0000,0.0025,425,1810.000,1.0000,0,0.8518,,0.990,0,
32,7,3,cloud,0,cloud,3100.0,0.0000,0.0025,417,1790.000,1.0000,0,0.8468,,0.990,0,
33,7,3,cloud,0,cloud,3200.0,0.0000,0.0025,401,1750.000,1.0000,0,0.8418,,0.990,0,
34,7,3,cloud,0,cloud,3300.0,0.0000,0.0025,425,1810.000,1.0000,0,0.8368,,0.990,0,
35,7,3,cloud,0,cloud,3400.0,0.0000,0.0025,383,1705.000,1.0000,0,0.8318,,0.990,0,
36,7,3,cloud,0,cloud,3500.0,0.0000,0.0025,429,1820.000,1.0000,0,0.8268,,0.990,0,
37,7,3,cloud,0,cloud,3600.0,0.0000,0.0025,419,1795.000,1.0000,0,0.8218,,0.990,0,
38,7,3,cloud,0,cloud,3700.0,0.0000,0.0025,431,1825.000,1.0000,0,0.8168,,0.990,0,
39,7,3,cloud,0,cloud,3800.0,0.0000,0.0025,397,1740.000,1.0000,0,0.8118,,0.990,0,
40,7,3,cloud,0,cloud,3900.0,0.0000,0.0025,423,1805.000,1.0000,0,0.8068,,0.990,0,
41,7,3,cloud,0,cloud,4000.0,0.0000,0.0025,413,1780.000,1.0000,0,0.8018,,0.990,0,
42,7,3,cloud,0,cloud,4100.0,0.0000,0.0025,445,1860.000,1.0000,0,0.7968,,0.990,0,
43,7,3,cloud,0,cloud,4200.0,0.0000,0.0025,429,1820.000,1.0000,0,0.7918,,0.990,0,
44,7,3,cloud,0,cloud,4300.0,0.0000,0.0025,409,1770.000,1.0000,0,0.7868,,0.990,0,
45,7,3,cloud,0,cloud,4400.0,0.0000,0.0025,435,1835.000,1.0000,0,0.7818,,0.990,0,
46,7,3,cloud,0,cloud,4500.0,0.0000,0.0025,413,1780.000,1.0000,0,0.7768,,0.990,0,
47,7,3,cloud,0,cloud,4600.0,0.0000,0.0025,413,1780.000,1.0000,0,0.7718,,0.990,0,
48,7,3,cloud,0,cloud,4700.0,0.0000,0.0025,413,1780.000,1.0000,0,0.7668,,0.990,0,
49,7,3,cloud,0,cloud,4800.0,0.0000,0.0025,421,1800.000,1.0000,0,0.7618,,0.990,0,
50,7,3,cloud,0,cloud,4900.0,0.0000,0.0025,421,1800.000,1.0000,0,0.7568,,0.990,0,
51,7,3,cloud,0,cloud,5000.0,0.0000,0.0025,423,1805.000,1.0000,0,0.7518,,0.990,0,
52,7,4,fog-13,1,fog,0.0,0.0000,0.0000,0,100.000,,0,1.0000,,0.850,0,
53,7,4,fog-13,1,fog,100.0,0.0000,0.0000,3,100.150,1.0000,0,0.9961,,0.850,0,
54,7,4,fog-13,1,fog,200.0,0.0000,0.0000,7,100.350,1.0000,0,0.9922,,0.850,0,
55,7,4,fog-13,1,fog,300.0,0.0000,0.0000,10,100.500,1.0000,0,0.9883,,0.850,0,
56,7,4,fog-13,1,fog,400.0,0.0000,0.0000,8,100.400,0.8660,0,0.9845,,0.850,0,
57,7,4,fog-13,1,fog,500.0,0.0000,0.0000,14,100.700,1.0000,0,0.9806,,0.850,0,
58,7,4,fog-13,1,fog,600.0,0.0000,0.0000,14,100.700,1.0000,0,0.9767,,0.850,0,
59,7,4,fog-13,1,fog,700.0,0.0000,0.0000,12,100.600,1.0000,0,0.9728,,0.850,0,
60,7,4,fog-13,1,fog,800.0,0.0000,0.0000,12,100.600,1.0000,0,0.9689,,0.850,0,
61,7,4,fog-13,1,fog,900.0,0.0000,0.0000,15,100.750,1.0000,0,0.9650,,0.850,0,
62,7,4,fog-13,1,fog,1000.0,0.0000,0.0000,15,100.750,1.0000,0,0.9611,,0.850,0,
63,7,4,fog-13,1,fog,1100.0,0.0000,0.0000,15,100.750,1.0000,0,0.9572,,0.850,0,
64,7,4,fog-13,1,fog,1200.0,0.0000,0.0000,14,100.700,1.0000,0,0.9534,,0.850,0,
65,7,4,fog-13,1,fog,1300.0,0.0000,0.0000,14,100.700,1.0000,0,0.9495,,0.850,0,
66,7,4,fog-13,1,fog,1400.0,0.0000,0.0000,10,100.500,1.0000,0,0.9456,,0.850,0,
