case_id,scenario_id,node_id,node_name,level,device_class,epoch,cpu_util,ram_util,queue_depth,uplink_latency,jitter_pktloss,handover_rate,residual_energy,temperature,reliability_prior,ground_truth_fail,failure_time
1,6,3,cloud,0,cloud,0.0,0.0000,0.0025,0,0.000,,0,1.0000,,0.990,0,
2,6,3,cloud,0,cloud,100.0,0.0000,0.0025,0,0.000,,0,0.9959,,0.990,0,
3,6,3,cloud,0,cloud,200.0,0.0000,0.0025,94,470.000,1.0000,0,0.9918,,0.990,0,
4,6,3,cloud,0,cloud,300.0,0.0031,0.0025,256,1350.000,1.0000,0,0.9877,,0.990,0,
5,6,3,cloud,0,cloud,400.0,0.0042,0.0025,238,1285.000,1.0000,0,0.9835,,0.990,0,
6,6,3,cloud,0,cloud,500.0,0.0051,0.0025,249,1360.000,1.0000,0,0.9794,,0.990,0,
7,6,3,cloud,0,cloud,600.0,0.0063,0.0025,276,1520.000,1.0000,0,0.9753,,0.990,0,
8,6,3,cloud,0,cloud,700.0,0.0074,0.0025,251,1420.000,1.0000,0,0.9711,,0.990,0,
9,6,3,cloud,0,cloud,800.0,0.0089,0.0025,307,1735.000,1.0000,0,0.9669,,0.990,0,
10,6,3,cloud,0,cloud,900.0,0.0096,0.0025,325,1840.000,1.0000,0,0.9628,,0.990,0,
11,6,3,cloud,0,cloud,1000.0,0.0103,0.0025,304,1750.000,1.0000,0,0.9586,,0.990,0,
12,6,3,cloud,0,cloud,1100.0,0.0109,0.0025,292,1705.000,1.0000,0,0.9545,,0.990,0,
13,6,3,cloud,0,cloud,1200.0,0.0121,0.0025,303,1785.000,1.0000,0,0.9503,,0.990,0,
14,6,3,cloud,0,cloud,1300.0,0.0127,0.0025,322,1895.000,1.0000,0,0.9462,,0.990,0,
15,6,3,cloud,0,cloud,1400.0,0.0136,0.0025,284,1725.000,1.0000,0,0.9420,,0.990,0,
16,6,3,cloud,0,cloud,1500.0,0.0152,0.0025,291,1795.000,1.0000,0,0.9379,,0.990,0,
17,6,3,cloud,0,cloud,1600.0,0.0161,0.0025,282,1770.000,1.0000,0,0.9337,,0.990,0,
18,6,3,cloud,0,cloud,1700.0,0.0179,0.0025,360,2200.000,1.0000,0,0.9295,,0.990,0,
19,6,3,cloud,0,cloud,1800.0,0.0181,0.0025,307,1940.000,1.0000,0,0.9254,,0.990,0,
20,6,3,cloud,0,cloud,1900.0,0.0196,0.0025,335,2115.000,1.0000,0,0.9212,,0.990,0,
21,6,3,cloud,0,cloud,2000.0,0.0201,0.0025,354,2220.000,1.0000,0,0.9170,,0.990,0,
22,6,3,cloud,0,cloud,2100.0,0.0205,0.0025,356,2240.000,1.0000,0,0.9129,,0.990,0,
23,6,3,cloud,0,cloud,2200.0,0.0208,0.0025,357,2250.000,1.0000,0,0.9087,,0.990,0,
24,6,3,cloud,0,cloud,2300.0,0.0219,0.0025,367,2325.000,1.0000,0,0.9045,,0.990,0,
25,6,3,cloud,0,cloud,2400.0,0.0225,0.0025,357,2290.000,1.0000,0,0.9004,,0.990,0,
26,6,3,cloud,0,cloud,2500.0,0.0228,0.0025,367,2345.000,1.0000,0,0.8962,,0.990,0,
27,6,3,cloud,0,cloud,2600.0,0.0237,0.0025,339,2225.000,1.0000,0,0.8920,,0.990,0,
28,6,3,cloud,0,cloud,2700.0,0.0248,0.0025,332,2215.000,1.0000,0,0.8879,,0.990,0,
29,6,3,cloud,0,cloud,2800.0,0.0261,0.0025,314,2155.000,1.0000,0,0.8837,,0.990,0,
30,6,3,cloud,0,cloud,2900.0,0.0277,0.0025,368,2460.000,1.0000,0,0.8795,,0.990,0,
31,6,3,cloud,0,cloud,3000.0,0.0286,0.0025,337,2325.000,1.0000,0,0.8753,,0.990,0,
32,6,3,cloud,0,cloud,3100.0,0.0304,0.0025,368,2520.000,1.0000,0,0.8711,,0.990,0,
33,6,3,cloud,0,cloud,3200.0,0.0310,0.0025,361,2500.000,1.0000,0,0.8670,,0.990,0,
34,6,3,cloud,0,cloud,3300.0,0.0319,0.0025,412,2775.000,1.0000,0,0.8628,,0.990,0,
35,6,3,cloud,0,cloud,3400.0,0.0326,0.0025,367,2565.000,1.0000,0,0.8586,,0.990,0,
36,6,3,cloud,0,cloud,3500.0,0.0339,0.0025,395,2735.000,1.0000,0,0.8544,,0.990,0,
37,6,3,cloud,0,cloud,3600.0,0.0344,0.0025,377,2655.000,1.0000,0,0.8502,,0.990,0,
38,6,3,cloud,0,cloud,3700.0,0.0353,0.0025,421,2895.000,1.0000,0,0.8460,,0.990,0,
39,6,3,cloud,0,cloud,3800.0,0.0357,0.0025,388,2740.000,1.0000,0,0.8418,,0.990,0,
40,6,3,cloud,0,cloud,3900.0,0.0371,0.0025,431,2985.000,1.0000,0,0.8377,,0.990,0,
41,6,3,cloud,0,cloud,4000.0,0.0375,0.0025,402,2850.000,1.0000,0,0.8335,,0.990,0,
42,6,3,cloud,0,cloud,4100.0,0.0386,0.0025,435,3040.000,1.0000,0,0.8293,,0.990,0,
43,6,3,cloud,0,cloud,4200.0,0.0393,0.0025,412,2940.000,1.0000,0,0.8251,,0.990,0,
44,6,3,cloud,0,cloud,4300.0,0.0402,0.0025,380,2800.000,1.0000,0,0.8209,,0.990,0,
45,6,3,cloud,0,cloud,4400.0,0.0417,0.0025,385,2860.000,1.0000,0,0.8167,,0.990,0,
46,6,3,cloud,0,cloud,4500.0,0.0426,0.0025,404,2975.000,1.0000,0,0.8125,,0.990,0,
47,6,3,cloud,0,cloud,4600.0,0.0440,0.0025,361,2790.000,1.0000,0,0.8083,,0.990,0,
48,6,3,cloud,0,cloud,4700.0,0.0453,0.0025,395,2990.000,1.0000,0,0.8041,,0.990,0,
49,6,3,cloud,0,cloud,4800.0,0.0460,0.0025,420,3130.000,1.0000,0,0.7999,,0.990,0,
50,6,3,cloud,0,cloud,4900.0,0.0469,0.0025,430,3200.000,1.0000,0,0.7957,,0.990,0,
51,6,3,cloud,0,cloud,5000.0,0.0482,0.0025,456,3360.000,1.0000,0,0.7915,,0.990,0,
52,6,4,fog-13,1,fog,0.0,0.0000,0.3000,0,100.000,,0,1.0000,,0.850,0,
53,6,4,fog-13,1,fog,100.0,0.0000,0.3000,0,100.000,,0,0.9950,,0.850,0,
54,6,4,fog-13,1,fog,200.0,0.0000,0.3000,0,100.000,,0,0.9900,,0.850,0,
55,6,4,fog-13,1,fog,300.0,0.0000,0.3000,0,100.000,,0,0.9850,,0.850,0,
56,6,4,fog-13,1,fog,400.0,0.0000,0.3000,0,100.000,,0,0.9800,,0.850,0,
57,6,4,fog-13,1,fog,500.0,0.3750,0.3000,15,100.650,0.8696,0,0.9756,,0.850,0,
58,6,4,fog-13,1,fog,600.0,0.4821,0.3000,20,101.050,0.4665,0,0.9711,,0.850,0,
59,6,4,fog-13,1,fog,700.0,0.3214,0.3000,13,100.700,0.6386,0,0.9669,,0.850,0,
60,6,4,fog-13,1,fog,800.0,0.4286,0.3000,17,100.900,0.7915,0,0.9625,,0.850,0,
61,6,4,fog-13,1,fog,900.0,0.4286,0.3000,17,100.900,0.5017,0,0.9580,,0.850,0,
62,6,4,fog-13,1,fog,1000.0,0.5893,0.3000,24,101.150,0.4085,0,0.9534,,0.850,0,
63,6,4,fog-13,1,fog,1100.0,0.4286,0.3000,18,100.950,0.7688,0,0.9491,,0.850,0,
64,6,4,fog-13,1,fog,1200.0,0.5357,0.3000,22,101.050,0.6179,0,0.9446,,0.850,0,
65,6,4,fog-13,1,fog,1300.0,0.4821,0.3000,20,101.050,0.3953,0,0.9401,,0.850,0,
66,6,4,fog-13,1,fog,1400.0,0.5893,0.3000,24,101.150,0.4085,0,0.9356,,0.850,0,
67,6,4,fog-13,1,fog,1500.0,0.5357,0.3000,23,101.100,0.4880,0,0.9311,,0.850,0,
68,6,4,fog-13,1,fog,1600.0,0.4821,0.3000,20,101.050,0.3953,0,0.9267,,0.850,0,
69,6,4,fog-13,1,fog,1700.0,0.5893,0.3000,24,101.150,0.4085,0,0.9221,,0.850,0,
70,6,4,fog-13,1,fog,1800.0,0.5357,0.3000,23,101.100,0.4880,0,0.9177,,0.850,0,
71,6,4,fog-13,1,fog,1900.0,0.4821,0.3000,20,101.050,0.3953,0,0.9132,,0.850,0,
72,6,4,fog-13,1,fog,2000.0,0.5893,0.3000,24,101.150,0.4085,0,0.9086,,0.850,0,
73,6,4,fog-13,1,fog,2100.0,0.4821,0.3000,21,101.000,0.6534,0,0.9042,,0.850,0,
74,6,4,fog-13,1,fog,2200.0,0.4286,0.3000,18,100.950,0.4956,0,0.8998,,0.850,0,
75,6,4,fog-13,1,fog,2300.0,0.5893,0.3000,24,101.150,0.4085,0,0.8953,,0.850,0,
76,6,4,fog-13,1,fog,2400.0,0.5357,0.3000,23,101.100,0.4880,0,0.8908,,0.850,0,
77,6,4,fog-13,1,fog,2500.0,0.4821,0.3000,20,101.050,0.3953,0,0.8863,,0.850,0,
78,6,4,fog-13,1,fog,2600.0,0.5357,0.3000,22,101.050,0.4977,0,0.8818,,0.850,0,
79,6,4,fog-13,1,fog,2700.0,0.4821,0.3000,21,101.150,0.5307,0,0.8773,,0.850,0,
80,6,4,fog-13,1,fog,2800.0,0.5893,0.3000,25,101.250,0.4953,0,0.8728,,0.850,0,
81,6,4,fog-13,1,fog,2900.0,0.4286,0.3000,20,101.000,0.7678,0,0.8684,,0.850,0,
82,6,4,fog-13,1,fog,3000.0,0.3750,0.3000,17,100.950,0.7179,0,0.8641,,0.850,0,
83,6,4,fog-13,1,fog,3100.0,0.4821,0.3000,20,101.100,0.6743,0,0.8596,,0.850,0,
84,6,4,fog-13,1,fog,3200.0,0.4286,0.3000,18,101.000,0.6319,0,0.8551,,0.850,0,
85,6,4,fog-13,1,fog,3300.0,0.4286,0.3000,19,100.950,1.0000,0,0.8508,,0.850,0,
86,6,4,fog-13,1,fog,3400.0,0.3750,0.3000,17,100.950,0.6731,0,0.8464,,0.850,0,
87,6,4,fog-13,1,fog,3500.0,0.5357,0.3000,23,101.150,0.8262,0,0.8420,,0.850,0,
88,6,4,fog-13,1,fog,3600.0,0.4286,0.3000,19,101.050,0.4902,0,0.8376,,0.850,0,
89,6,4,fog-13,1,fog,3700.0,0.4821,0.3000,20,101.100,0.6515,0,0.8331,,0.850,0,
90,6,4,fog-13,1,fog,3800.0,0.5357,0.3000,23,101.150,0.8022,0,0.8286,,0.850,0,
91,6,4,fog-13,1,fog,3900.0,0.5357,0.3000,24,101.200,0.5713,0,0.8242,,0.850,0,
92,6,4,fog-13,1,fog,4000.0,0.4821,0.3000,21,101.150,0.5307,0,0.8197,,0.850,0,
93,6,4,fog-13,1,fog,4100.0,0.9643,0.3000,39,101.750,1.0000,0,0.8148,,0.850,0,
94,6,4,fog-13,1,fog,4200.0,1.0000,0.3000,108,102.450,1.0000,0,0.8098,,0.850,0,
95,6,4,fog-13,1,fog,4300.0,1.0000,0.3000,126,102.150,1.0000,0,0.8048,,0.850,0,
96,6,4,fog-13,1,fog,4400.0,1.0000,0.3000,159,102.350,1.0000,0,0.7998,,0.850,0,
97,6,4,fog-13,1,fog,4500.0,1.0000,0.3000,199,102.450,1.0000,0,0.7948,,0.850,0,
98,6,4,fog-13,1,fog,4600.0,1.0000,0.3000,215,102.300,1.0000,0,0.7898,,0.850,0,
