case_id,scenario_id,node_id,node_name,level,device_class,epoch,cpu_util,ram_util,queue_depth,uplink_latency,jitter_pktloss,handover_rate,residual_energy,temperature,reliability_prior,ground_truth_fail,failure_time
1,3,3,cloud,0,cloud,0.0,0.0000,0.0025,0,0.000,,0,1.0000,,0.990,0,
2,3,3,cloud,0,cloud,100.0,0.0000,0.0025,0,0.000,,0,0.9959,,0.990,0,
3,3,3,cloud,0,cloud,200.0,0.0000,0.0025,95,475.000,1.0000,0,0.9918,,0.990,0,
4,3,3,cloud,0,cloud,300.0,0.0031,0.0025,257,1355.000,1.0000,0,0.9877,,0.990,0,
5,3,3,cloud,0,cloud,400.0,0.0042,0.0025,234,1265.000,1.0000,0,0.9835,,0.990,0,
6,3,3,cloud,0,cloud,500.0,0.0051,0.0025,254,1385.000,1.0000,0,0.9794,,0.990,0,
7,3,3,cloud,0,cloud,600.0,0.0063,0.0025,282,1550.000,1.0000,0,0.9753,,0.990,0,
8,3,3,cloud,0,cloud,700.0,0.0074,0.0025,247,1400.000,1.0000,0,0.9711,,0.990,0,
9,3,3,cloud,0,cloud,800.0,0.0089,0.0025,304,1720.000,1.0000,0,0.9669,,0.990,0,
10,3,3,cloud,0,cloud,900.0,0.0096,0.0025,330,1865.000,1.0000,0,0.9628,,0.990,0,
11,3,3,cloud,0,cloud,1000.0,0.0103,0.0025,307,1765.000,1.0000,0,0.9586,,0.990,0,
12,3,3,cloud,0,cloud,1100.0,0.0109,0.0025,289,1690.000,1.0000,0,0.9545,,0.990,0,
13,3,3,cloud,0,cloud,1200.0,0.0121,0.0025,306,1800.000,1.0000,0,0.9503,,0.990,0,
14,3,3,cloud,0,cloud,1300.0,0.0127,0.0025,330,1935.000,1.0000,0,0.9462,,0.990,0,
15,3,3,cloud,0,cloud,1400.0,0.0136,0.0025,289,1750.000,1.0000,0,0.9420,,0.990,0,
16,3,3,cloud,0,cloud,1500.0,0.0152,0.0025,299,1835.000,1.0000,0,0.9379,,0.990,0,
17,3,3,cloud,0,cloud,1600.0,0.0161,0.0025,289,1805.000,1.0000,0,0.9337,,0.990,0,
18,3,3,cloud,0,cloud,1700.0,0.0179,0.0025,360,2200.000,1.0000,0,0.9295,,0.990,0,
19,3,3,cloud,0,cloud,1800.0,0.0181,0.0025,301,1910.000,1.0000,0,0.9254,,0.990,0,
20,3,3,cloud,0,cloud,1900.0,0.0196,0.0025,344,2160.000,1.0000,0,0.9212,,0.990,0,
21,3,3,cloud,0,cloud,2000.0,0.0201,0.0025,358,2240.000,1.0000,0,0.9170,,0.990,0,
22,3,3,cloud,0,cloud,2100.0,0.0205,0.0025,360,2260.000,1.0000,0,0.9129,,0.990,0,
23,3,3,cloud,0,cloud,2200.0,0.0208,0.0025,355,2240.000,1.0000,0,0.9087,,0.990,0,
24,3,3,cloud,0,cloud,2300.0,0.0219,0.0025,375,2365.000,1.0000,0,0.9045,,0.990,0,
25,3,3,cloud,0,cloud,2400.0,0.0225,0.0025,363,2320.000,1.0000,0,0.9004,,0.990,0,
26,3,3,cloud,0,cloud,2500.0,0.0228,0.0025,373,2375.000,1.0000,0,0.8962,,0.990,0,
27,3,3,cloud,0,cloud,2600.0,0.0237,0.0025,345,2255.000,1.0000,0,0.8920,,0.990,0,
28,3,3,cloud,0,cloud,2700.0,0.0248,0.0025,332,2215.000,1.0000,0,0.8879,,0.990,0,
29,3,3,cloud,0,cloud,2800.0,0.0261,0.0025,318,2175.000,1.0000,0,0.8837,,0.990,0,
30,3,3,cloud,0,cloud,2900.0,0.0277,0.0025,372,2480.000,1.0000,0,0.8795,,0.990,0,
31,3,3,cloud,0,cloud,3000.0,0.0286,0.0025,338,2330.000,1.0000,0,0.8753,,0.990,0,
