case_id,scenario_id,node_id,node_name,level,device_class,epoch,cpu_util,ram_util,queue_depth,uplink_latency,jitter_pktloss,handover_rate,residual_energy,temperature,reliability_prior,ground_truth_fail,failure_time
1,10,3,cloud,0,cloud,0.0,0.0000,0.0025,0,0.000,,0,1.0000,,0.990,0,
2,10,3,cloud,0,cloud,100.0,0.0000,0.0025,0,0.000,,0,0.9959,,0.990,0,
3,10,3,cloud,0,cloud,200.0,0.0000,0.0025,96,480.000,1.0000,0,0.9918,,0.990,0,
4,10,3,cloud,0,cloud,300.0,0.0031,0.0025,255,1345.000,1.0000,0,0.9877,,0.990,0,
5,10,3,cloud,0,cloud,400.0,0.0042,0.0025,238,1285.000,1.0000,0,0.9835,,0.990,0,
6,10,3,cloud,0,cloud,500.0,0.0051,0.0025,255,1390.000,1.0000,0,0.9794,,0.990,0,
7,10,3,cloud,0,cloud,600.0,0.0063,0.0025,276,1520.000,1.0000,0,0.9753,,0.990,0,
8,10,3,cloud,0,cloud,700.0,0.0074,0.0025,249,1410.000,1.0000,0,0.9711,,0.990,0,
9,10,3,cloud,0,cloud,800.0,0.0089,0.0025,307,1735.000,1.0000,0,0.9669,,0.990,0,
10,10,3,cloud,0,cloud,900.0,0.0096,0.0025,318,1805.000,1.0000,0,0.9628,,0.990,0,
11,10,3,cloud,0,cloud,1000.0,0.0103,0.0025,306,1760.000,1.0000,0,0.9586,,0.990,0,
12,10,3,cloud,0,cloud,1100.0,0.0109,0.0025,291,1700.000,1.0000,0,0.9545,,0.990,0,
13,10,3,cloud,0,cloud,1200.0,0.0121,0.0025,307,1805.000,1.0000,0,0.9503,,0.990,0,
14,10,3,cloud,0,cloud,1300.0,0.0127,0.0025,330,1935.000,1.0000,0,0.9462,,0.990,0,
15,10,3,cloud,0,cloud,1400.0,0.0136,0.0025,283,1720.000,1.0000,0,0.9420,,0.990,0,
16,10,3,cloud,0,cloud,1500.0,0.0152,0.0025,294,1810.000,1.0000,0,0.9379,,0.990,0,
17,10,3,cloud,0,cloud,1600.0,0.0161,0.0025,283,1775.000,1.0000,0,0.9337,,0.990,0,
18,10,3,cloud,0,cloud,1700.0,0.0179,0.0025,360,2200.000,1.0000,0,0.9295,,0.990,0,
19,10,3,cloud,0,cloud,1800.0,0.0181,0.0025,305,1930.000,1.0000,0,0.9254,,0.990,0,
20,10,3,cloud,0,cloud,1900.0,0.0196,0.0025,340,2140.000,1.0000,0,0.9212,,0.990,0,
21,10,3,cloud,0,cloud,2000.0,0.0201,0.0025,354,2220.000,1.0000,0,0.9170,,0.990,0,
22,10,3,cloud,0,cloud,2100.0,0.0205,0.0025,356,2240.000,1.0000,0,0.9129,,0.990,0,
