case_id,scenario_id,node_id,node_name,level,device_class,epoch,cpu_util,ram_util,queue_depth,uplink_latency,jitter_pktloss,handover_rate,residual_energy,temperature,reliability_prior,ground_truth_fail,failure_time
1,9,3,cloud,0,cloud,0.0,0.0000,0.0025,0,0.000,,0,1.0000,,0.990,0,
2,9,3,cloud,0,cloud,100.0,0.0000,0.0025,0,0.000,,0,0.9959,,0.990,0,
3,9,3,cloud,0,cloud,200.0,0.0000,0.0025,120,600.000,1.0000,0,0.9918,,0.990,0,
4,9,3,cloud,0,cloud,300.0,0.0063,0.0025,589,2275.000,1.0000,0,0.9877,,0.990,0,
5,9,3,cloud,0,cloud,400.0,0.0089,0.0025,450,2020.000,1.0000,0,0.9835,,0.990,0,
6,9,3,cloud,0,cloud,500.0,0.0109,0.0025,654,2570.000,1.0000,0,0.9794,,0.990,0,
7,9,3,cloud,0,cloud,600.0,0.0132,0.0025,769,2915.000,1.0000,0,0.9752,,0.990,0,
8,9,3,cloud,0,cloud,700.0,0.0158,0.0025,563,2500.000,1.0000,0,0.9711,,0.990,0,
9,9,3,cloud,0,cloud,800.0,0.0185,0.0025,831,3215.000,1.0000,0,0.9669,,0.990,0,
10,9,3,cloud,0,cloud,900.0,0.0210,0.0025,881,3405.000,1.0000,0,0.9627,,0.990,0,
11,9,3,cloud,0,cloud,1000.0,0.0225,0.0025,652,2910.000,1.0000,0,0.9586,,0.990,0,
12,9,3,cloud,0,cloud,1100.0,0.0243,0.0025,775,3250.000,1.0000,0,0.9544,,0.990,0,
13,9,3,cloud,0,cloud,1200.0,0.0268,0.0025,793,3365.000,1.0000,0,0.9502,,0.990,0,
14,9,3,cloud,0,cloud,1300.0,0.0290,0.0025,632,3065.000,1.0000,0,0.9460,,0.990,0,
15,9,3,cloud,0,cloud,1400.0,0.0315,0.0025,833,3595.000,1.0000,0,0.9418,,0.990,0,
16,9,3,cloud,0,cloud,1500.0,0.0339,0.0025,890,3800.000,1.0000,0,0.9377,,0.990,0,
17,9,3,cloud,0,cloud,1600.0,0.0364,0.0025,668,3375.000,1.0000,0,0.9335,,0.990,0,
18,9,3,cloud,0,cloud,1700.0,0.0397,0.0025,901,3995.000,1.0000,0,0.9293,,0.990,0,
19,9,3,cloud,0,cloud,1800.0,0.0415,0.0025,737,3685.000,1.0000,0,0.9251,,0.990,0,
20,9,3,cloud,0,cloud,1900.0,0.0435,0.0025,830,3950.000,1.0000,0,0.9209,,0.990,0,
21,9,3,cloud,0,cloud,2000.0,0.0446,0.0025,929,4205.000,1.0000,0,0.9167,,0.990,0,
22,9,3,cloud,0,cloud,2100.0,0.0467,0.0025,978,4375.000,1.0000,0,0.9125,,0.990,0,
23,9,3,cloud,0,cloud,2200.0,0.0478,0.0025,857,4140.000,1.0000,0,0.9083,,0.990,0,
24,9,3,cloud,0,cloud,2300.0,0.0502,0.0025,969,4460.000,1.0000,0,0.9041,,0.990,0,
25,9,3,cloud,0,cloud,2400.0,0.0518,0.0025,947,4460.000,1.0000,0,0.8999,,0.990,0,
26,9,3,cloud,0,cloud,2500.0,0.0529,0.0025,688,3950.000,1.0000,0,0.8956,,0.990,0,
27,9,3,cloud,0,cloud,2600.0,0.0554,0.0025,885,4435.000,1.0000,0,0.8914,,0.990,0,
28,9,3,cloud,0,cloud,2700.0,0.0578,0.0025,936,4620.000,1.0000,0,0.8872,,0.990,0,
29,9,3,cloud,0,cloud,2800.0,0.0596,0.0025,632,4070.000,1.0000,0,0.8830,,0.990,0,
30,9,3,cloud,0,cloud,2900.0,0.0618,0.0025,963,4800.000,1.0000,0,0.8788,,0.990,0,
31,9,3,cloud,0,cloud,3000.0,0.0638,0.0025,625,4205.000,1.0000,0,0.8745,,0.990,0,
32,9,3,cloud,0,cloud,3100.0,0.0679,0.0025,750,4570.000,1.0000,0,0.8703,,0.990,0,
33,9,3,cloud,0,cloud,3200.0,0.0705,0.0025,998,5145.000,1.0000,0,0.8661,,0.990,0,
34,9,3,cloud,0,cloud,3300.0,0.0721,0.0025,1149,5510.000,1.0000,0,0.8618,,0.990,0,
35,9,3,cloud,0,cloud,3400.0,0.0739,0.0025,884,5025.000,1.0000,0,0.8576,,0.990,0,
36,9,3,cloud,0,cloud,3500.0,0.0759,0.0025,1203,5740.000,1.0000,0,0.8533,,0.990,0,
37,9,3,cloud,0,cloud,3600.0,0.0768,0.0025,1121,5595.000,1.0000,0,0.8491,,0.990,0,
38,9,3,cloud,0,cloud,3700.0,0.0783,0.0025,1071,5540.000,1.0000,0,0.8449,,0.990,0,
39,9,3,cloud,0,cloud,3800.0,0.0795,0.0025,986,5405.000,1.0000,0,0.8406,,0.990,0,
40,9,3,cloud,0,cloud,3900.0,0.0817,0.0025,1111,5725.000,1.0000,0,0.8364,,0.990,0,
41,9,3,cloud,0,cloud,4000.0,0.0837,0.0025,1003,5575.000,1.0000,0,0.8321,,0.990,0,
42,9,3,cloud,0,cloud,4100.0,0.0857,0.0025,1155,5940.000,1.0000,0,0.8279,,0.990,0,
43,9,3,cloud,0,cloud,4200.0,0.0879,0.0025,1074,5850.000,1.0000,0,0.8236,,0.990,0,
44,9,3,cloud,0,cloud,4300.0,0.0911,0.0025,991,5795.000,1.0000,0,0.8193,,0.990,0,
45,9,3,cloud,0,cloud,4400.0,0.0933,0.0025,1155,6180.000,1.0000,0,0.8151,,0.990,0,
46,9,3,cloud,0,cloud,4500.0,0.0944,0.0025,1228,6360.000,1.0000,0,0.8108,,0.990,0,
47,9,3,cloud,0,cloud,4600.0,0.0967,0.0025,953,5915.000,1.0000,0,0.8066,,0.990,0,
48,9,3,cloud,0,cloud,4700.0,0.0991,0.0025,1302,6655.000,1.0000,0,0.8023,,0.990,0,
49,9,3,cloud,0,cloud,4800.0,0.1002,0.0025,1361,6810.000,1.0000,0,0.7980,,0.990,0,
50,9,3,cloud,0,cloud,4900.0,0.1016,0.0025,1163,6460.000,1.0000,0,0.7937,,0.990,0,
