case_id,scenario_id,node_id,node_name,level,device_class,epoch,cpu_util,ram_util,queue_depth,uplink_latency,jitter_pktloss,handover_rate,residual_energy,temperature,reliability_prior,ground_truth_fail,failure_time
1,8,3,cloud,0,cloud,0.0,0.0000,0.0025,0,0.000,,0,1.0000,,0.990,0,
2,8,3,cloud,0,cloud,100.0,0.0000,0.0025,0,0.000,,0,0.9959,,0.990,0,
3,8,3,cloud,0,cloud,200.0,0.0000,0.0025,0,0.000,,0,0.9918,,0.990,0,
4,8,3,cloud,0,cloud,300.0,0.0000,0.0025,0,0.000,,0,0.9877,,0.990,0,
5,8,3,cloud,0,cloud,400.0,0.0031,0.0025,231,1225.000,1.0000,0,0.9836,,0.990,0,
6,8,3,cloud,0,cloud,500.0,0.0042,0.0025,250,1345.000,1.0000,0,0.9790,,0.990,0,
7,8,3,cloud,0,cloud,600.0,0.0051,0.0025,242,1325.000,1.0000,0,0.9743,,0.990,0,
8,8,3,cloud,0,cloud,700.0,0.0063,0.0025,274,1510.000,1.0000,0,0.9697,,0.990,0,
9,8,3,cloud,0,cloud,800.0,0.0074,0.0025,263,1480.000,1.0000,0,0.9650,,0.990,0,
10,8,3,cloud,0,cloud,900.0,0.0089,0.0025,279,1595.000,1.0000,0,0.9604,,0.990,0,
11,8,3,cloud,0,cloud,1000.0,0.0096,0.0025,314,1785.000,1.0000,0,0.9558,,0.990,0,
12,8,3,cloud,0,cloud,1100.0,0.0103,0.0025,319,1825.000,1.0000,0,0.9511,,0.990,0,
13,8,3,cloud,0,cloud,1200.0,0.0109,0.0025,298,1735.000,1.0000,0,0.9465,,0.990,0,
14,8,3,cloud,0,cloud,1300.0,0.0121,0.0025,301,1775.000,1.0000,0,0.9418,,0.990,0,
15,8,3,cloud,0,cloud,1400.0,0.0127,0.0025,316,1865.000,1.0000,0,0.9372,,0.990,0,
16,8,3,cloud,0,cloud,1500.0,0.0136,0.0025,311,1860.000,1.0000,0,0.9325,,0.990,0,
17,8,3,cloud,0,cloud,1600.0,0.0152,0.0025,299,1835.000,1.0000,0,0.9279,,0.990,0,
18,8,3,cloud,0,cloud,1700.0,0.0161,0.0025,284,1780.000,1.0000,0,0.9232,,0.990,0,
19,8,3,cloud,0,cloud,1800.0,0.0179,0.0025,325,2025.000,1.0000,0,0.9186,,0.990,0,
20,8,3,cloud,0,cloud,1900.0,0.0181,0.0025,331,2060.000,1.0000,0,0.9139,,0.990,0,
21,8,3,cloud,0,cloud,2000.0,0.0196,0.0025,330,2090.000,1.0000,0,0.9092,,0.990,0,
22,8,3,cloud,0,cloud,2100.0,0.0201,0.0025,351,2205.000,1.0000,0,0.9045,,0.990,0,
23,8,3,cloud,0,cloud,2200.0,0.0205,0.0025,353,2225.000,1.0000,0,0.8999,,0.990,0,
24,8,3,cloud,0,cloud,2300.0,0.0208,0.0025,362,2275.000,1.0000,0,0.8952,,0.990,0,
25,8,3,cloud,0,cloud,2400.0,0.0219,0.0025,369,2335.000,1.0000,0,0.8905,,0.990,0,
26,8,3,cloud,0,cloud,2500.0,0.0225,0.0025,365,2330.000,1.0000,0,0.8858,,0.990,0,
27,8,3,cloud,0,cloud,2600.0,0.0228,0.0025,367,2345.000,1.0000,0,0.8812,,0.990,0,
28,8,3,cloud,0,cloud,2700.0,0.0237,0.0025,364,2350.000,1.0000,0,0.8765,,0.990,0,
29,8,3,cloud,0,cloud,2800.0,0.0248,0.0025,346,2285.000,1.0000,0,0.8718,,0.990,0,
